Id;Date_naissance;Sexe;Job;Emploi_actuel;Logement;Duree_Residence;Proprietaire;Telephone;Historique_credit;Nb_credit_existants;Compte_courant;Compte_cheque;Motif_credit;Montant_credit;Duree_credit_en_mois;Garants;Autres_acomptes;Typologie_client
762;05/02/1994;Femme;Qualifie/fonctionnaire1-4 ans;1;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Mobilier /equipements;2124;18;0;;Mauvais client;
763;23/11/1994;Homme;Non qualifie;1-4 ans;Proprietaire;3;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;2214;12;0;Aucun;Bon client
764;02/09/1988;Homme;Tres qualifie/independants;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;Compte cheque inconnu;Car (new);12680;21;0;;Mauvais client
765;17/12/1991;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;100-500 EUR;Car (new);2463;24;0;;Bon client
766;12/09/1978;Homme;Non qualifie;>=7 ans;Proprietaire;3;Bien immobilier;0;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Radio/Television;1155;12;1;;Bon client
767;18/04/1987;Homme;Non qualifie;< 1 an;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;3108;30;0;;Mauvais client
768;13/04/1987;Femme;Qualifie/fonctionnaire;< 1 an;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (used);2901;10;0;;Bon client
769;18/08/1990;Homme;Qualifie/fonctionnaire;>=7 ans;Location;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);3;0-200 EUR;< 100 EUR;Mobilier /equipements;3617;12;0;;Bon client
770;24/07/1955;Homme;Non qualifie;>=7 ans;Proprietaire;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;1655;12;0;;Bon client
771;18/09/1992;Femme;Qualifie/fonctionnaire;>=7 ans;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Car (used);2812;24;0;;Bon client
772;27/01/1993;Femme;Tres qualifie/independants;1-4 ans;Proprietaire;2;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Education;8065;36;0;;Mauvais client
773;28/07/1982;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;< 100 EUR;Car (used);3275;21;0;;Bon client
774;01/05/1966;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;100-500 EUR;Radio/Television;2223;24;0;;Bon client
775;08/11/1952;Homme;Sans emploi;Sans emploi;Logement gratuit;4;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);3;>=200 EUR;500-1000 EUR;Car (new);1480;12;0;;Bon client
776;25/06/1993;Femme;Qualifie/fonctionnaire;1-4 ans;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Car (new);1371;24;0;;Mauvais client
777;08/09/1981;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (new);3535;36;0;;Bon client
778;01/09/1993;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;3509;18;1;;Bon client
779;19/06/1980;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;2;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;>=1000 EUR;Car (used);5711;36;0;;Bon client
780;29/11/1951;Femme;Qualifie/fonctionnaire;Sans emploi;Proprietaire;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Reparation;3872;18;0;;Bon client
781;24/09/1993;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;2;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Radio/Television;4933;39;1;;Mauvais client
782;16/05/1958;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;>=1000 EUR;Car (new);1940;24;0;;Bon client
783;25/07/1987;Homme;Non qualifie;1-4 ans;Proprietaire;2;Bien immobilier;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Autres;1410;12;0;;Bon client
784;21/03/1995;Femme;Non qualifie;< 1 an;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;0-200 EUR;100-500 EUR;Car (new);836;12;0;;Mauvais client
785;16/10/1958;Homme;Tres qualifie/independants;Sans emploi;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Car (used);6468;20;0;;Bon client
786;12/06/1983;Homme;Non qualifie;1-4 ans;Proprietaire;2;Accord de construction;1;Pas de credit/credit rembourse;1;0-200 EUR;>=1000 EUR;Affaires;1941;18;0;;Bon client
787;29/11/1978;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;500-1000 EUR;Radio/Television;2675;22;0;Aucun;Bon client
788;19/07/1980;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;3;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Car (used);2751;48;0;;Bon client
789;11/02/1968;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Au moins un retard de paiement;1;0-200 EUR;< 100 EUR;Education;6224;48;0;;Mauvais client
790;03/08/1991;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;3;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);1;< 0EUR;< 100 EUR;Education;5998;40;0;;Mauvais client
791;11/04/1979;Femme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Affaires;1188;21;0;;Mauvais client
792;21/06/1977;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (used);6313;24;0;;Bon client
793;08/09/1991;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Accord de construction;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Mobilier /equipements;1221;6;0;;Bon client
794;21/01/1967;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;2892;24;0;;Bon client
795;29/07/1986;Homme;Qualifie/fonctionnaire;>=7 ans;Location;3;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;Pas de compte courant;500-1000 EUR;Mobilier /equipements;3062;24;0;;Bon client
796;22/05/1996;Femme;Qualifie/fonctionnaire;< 1 an;Location;4;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Mobilier /equipements;2301;9;0;;Bon client
797;18/05/1967;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Accord de construction;1;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Car (used);7511;18;0;;Mauvais client
798;30/04/1996;Femme;Non qualifie;< 1 an;Location;4;Accord de construction;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Mobilier /equipements;1258;12;0;;Bon client
799;02/09/1964;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;1;Au moins un retard de paiement;2;Pas de compte courant;Compte cheque inconnu;Car (new);717;24;0;;Bon client
800;08/03/1983;Homme;Sans emploi;< 1 an;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Car (new);1549;9;0;;Bon client
801;08/06/1964;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Education;1597;24;0;;Bon client
802;07/11/1970;Femme;Non qualifie;>=7 ans;Location;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Radio/Television;1795;18;1;;Bon client
803;30/09/1994;Femme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Mobilier /equipements;4272;20;0;;Bon client
804;23/06/1983;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Radio/Television;976;12;0;Aucun;Bon client
805;16/06/1994;Femme;Sans emploi;Sans emploi;Location;2;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Car (new);7472;12;0;;Bon client
806;14/12/1994;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Voiture ou autre;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);9271;36;0;;Mauvais client
807;26/02/1992;Homme;Non qualifie;< 1 an;Proprietaire;3;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;590;6;0;;Bon client
808;09/09/1953;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);4;Pas de compte courant;Compte cheque inconnu;Radio/Television;930;12;0;;Bon client
809;06/03/1963;Homme;Tres qualifie/independants;Sans emploi;Logement gratuit;2;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Car (used);9283;42;0;;Bon client
810;13/06/1992;Femme;Sans emploi;< 1 an;Location;1;Bien immobilier;0;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Car (new);1778;15;0;;Mauvais client
811;14/04/1992;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;2;Bien immobilier;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Affaires;907;8;0;Aucun;Bon client
812;05/06/1990;Homme;Non qualifie;4 a 7 ans;Proprietaire;3;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;484;6;1;;Bon client
813;14/02/1994;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (used);9629;36;0;;Mauvais client
814;08/08/1964;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Appareils menagers;3051;48;0;;Mauvais client
815;06/08/1972;Homme;Qualifie/fonctionnaire;4 a 7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);3931;48;0;;Mauvais client
816;25/10/1964;Femme;Qualifie/fonctionnaire;1-4 ans;Location;2;Accord de construction;0;Au moins un retard de paiement;1;0-200 EUR;< 100 EUR;Car (new);7432;36;0;;Bon client
817;17/11/1956;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;500-1000 EUR;Appareils menagers;1338;6;0;;Bon client
818;01/09/1994;Femme;Qualifie/fonctionnaire;4 a 7 ans;Location;2;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;1554;6;0;;Bon client
819;20/12/1975;Homme;Tres qualifie/independants;Sans emploi;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Autres;15857;36;1;;Bon client
820;09/10/1992;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;3;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;1345;18;0;;Mauvais client
821;03/05/1991;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;1;Pas de credit/credit rembourse;2;Pas de compte courant;< 100 EUR;Car (new);1101;12;0;;Bon client
822;23/05/1994;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;1;Voiture ou autre;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Radio/Television;3016;12;0;Aucun;Bon client
823;19/09/1977;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;2712;36;0;;Mauvais client
824;04/05/1971;Homme;Non qualifie;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (new);731;8;0;;Bon client
825;21/09/1983;Homme;Tres qualifie/independants;< 1 an;Proprietaire;2;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Mobilier /equipements;3780;18;0;;Bon client
826;11/04/1988;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;3;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (new);1602;21;0;;Bon client
827;09/06/1985;Femme;Qualifie/fonctionnaire;>=7 ans;Location;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);3;< 0EUR;< 100 EUR;Car (new);3966;18;0;;Mauvais client
828;05/02/1982;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;2;Pas de compte courant;< 100 EUR;Affaires;4165;18;0;;Mauvais client
829;12/07/1971;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Car (used);8335;36;0;;Mauvais client
830;26/02/1980;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Au moins un retard de paiement;1;0-200 EUR;Compte cheque inconnu;Affaires;6681;48;0;;Bon client
831;18/07/1974;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;1;Au moins un retard de paiement;2;Pas de compte courant;500-1000 EUR;Affaires;2375;24;0;;Bon client
832;10/04/1995;Femme;Qualifie/fonctionnaire;< 1 an;Location;3;Voiture ou autre;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);1216;18;0;;Mauvais client
833;02/09/1989;Homme;Qualifie/fonctionnaire;>=7 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Affaires;11816;45;0;Aucun;Mauvais client
834;04/10/1976;Femme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Radio/Television;5084;24;0;;Bon client
835;06/05/1993;Femme;Non qualifie;< 1 an;Proprietaire;3;Bien immobilier;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Radio/Television;2327;15;0;;Mauvais client
836;02/06/1970;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Car (new);1082;12;0;;Mauvais client
837;05/12/1997;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Radio/Television;886;12;0;;Bon client
838;14/08/1995;Femme;Non qualifie;< 1 an;Location;3;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;601;4;0;Aucun;Bon client
839;22/12/1955;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;1;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (used);2957;24;0;;Bon client
840;20/02/1972;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;3;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;2611;24;1;;Bon client
841;19/08/1989;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;5179;36;0;;Mauvais client
842;29/07/1990;Homme;Non qualifie;1-4 ans;Proprietaire;2;Bien immobilier;0;Au moins un retard de paiement;2;Pas de compte courant;< 100 EUR;Car (used);2993;21;0;;Bon client
843;19/02/1995;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Reparation;1943;18;0;Aucun;Mauvais client
844;12/04/1968;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Affaires;1559;24;0;;Bon client
845;17/08/1971;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;1;Pas de credit/credit rembourse;3;Pas de compte courant;< 100 EUR;Mobilier /equipements;3422;18;0;;Bon client
846;02/04/1983;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Mobilier /equipements;3976;21;0;;Bon client
847;10/10/1950;Homme;Qualifie/fonctionnaire;1-4 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;2;Pas de compte courant;Compte cheque inconnu;Car (new);6761;18;0;;Mauvais client
848;03/04/1990;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Car (new);1249;24;0;;Bon client
849;24/08/1959;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;1364;9;0;;Bon client
850;07/06/1961;Homme;Non qualifie;>=7 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;709;12;0;Magasins;Mauvais client
851;18/10/1985;Homme;Qualifie/fonctionnaire;1-4 ans;Location;2;Accord de construction;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (new);2235;20;1;;Mauvais client
852;26/04/1975;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Accord de construction;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Car (used);4042;24;0;Aucun;Bon client
853;27/03/1983;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;1471;15;0;;Bon client
854;03/09/1986;Homme;Non qualifie;4 a 7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Car (new);1442;18;0;;Mauvais client
855;23/06/1973;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Voiture ou autre;1;Au moins un retard de paiement;2;Pas de compte courant;< 100 EUR;Car (new);10875;36;0;Aucun;Bon client
856;02/09/1985;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;3;Bien immobilier;1;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Car (new);1474;24;0;;Bon client
857;25/06/1978;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;1;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Autres;894;10;0;;Bon client
858;25/05/1990;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;2;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;< 100 EUR;Mobilier /equipements;3343;15;0;;Bon client
859;11/04/1989;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Accord de construction;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);3959;15;0;;Mauvais client
860;04/10/1992;Homme;Qualifie/fonctionnaire;1-4 ans;Location;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Car (new);3577;9;1;;Bon client
861;26/06/1991;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;>=1000 EUR;Car (used);5804;24;0;;Bon client
862;05/01/1990;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;1;Au moins un retard de paiement;1;Pas de compte courant;< 100 EUR;Affaires;2169;18;0;;Mauvais client
863;27/08/1983;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;2439;24;0;Magasins;Mauvais client
864;28/05/1986;Homme;Non qualifie;< 1 an;Proprietaire;2;Bien immobilier;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;>=1000 EUR;Mobilier /equipements;4526;27;0;;Bon client
865;02/08/1993;Homme;Non qualifie;1-4 ans;Location;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;2210;10;0;;Mauvais client
866;19/10/1998;Femme;Qualifie/fonctionnaire;1-4 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;500-1000 EUR;Mobilier /equipements;2221;15;0;Aucun;Bon client
867;15/12/1991;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;2389;18;0;;Bon client
868;29/08/1976;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;0;Compte critique / Autres credits (autre banque);1;Pas de compte courant;< 100 EUR;Mobilier /equipements;3331;12;0;;Bon client
869;12/11/1981;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;2;Pas de compte courant;Compte cheque inconnu;Affaires;7409;36;0;;Bon client
870;26/10/1994;Femme;Qualifie/fonctionnaire;>=7 ans;Location;4;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;652;12;0;;Bon client
871;18/02/1978;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Voiture ou autre;1;Au moins un retard de paiement;2;Pas de compte courant;500-1000 EUR;Mobilier /equipements;7678;36;0;;Bon client
872;23/04/1972;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;>=200 EUR;< 100 EUR;Car (new);1343;6;0;;Bon client
873;10/02/1992;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Bien immobilier;1;Compte critique / Autres credits (autre banque);2;< 0EUR;100-500 EUR;Affaires;1382;24;0;;Bon client
874;05/02/1994;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;1;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Appareils menagers;874;15;0;;Bon client
875;26/10/1989;Homme;Non qualifie;1-4 ans;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;3590;12;1;;Bon client
876;09/12/1978;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;>=1000 EUR;Car (new);1322;11;0;;Bon client
877;20/12/1982;Homme;Tres qualifie/independants;< 1 an;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;1940;18;1;;Bon client
878;20/09/1990;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;3595;36;0;;Bon client
879;20/07/1991;Homme;Tres qualifie/independants;< 1 an;Logement gratuit;2;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);1422;9;0;;Mauvais client
880;16/05/1982;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Radio/Television;6742;30;0;;Bon client
881;25/05/1980;Homme;Tres qualifie/independants;4 a 7 ans;Proprietaire;3;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Car (used);7814;24;0;;Bon client
882;23/03/1970;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (used);9277;24;0;;Bon client
883;07/11/1982;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;Compte cheque inconnu;Car (new);2181;30;0;;Bon client
884;01/03/1953;Femme;Sans emploi;Sans emploi;Proprietaire;4;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;1098;18;0;Aucun;Bon client
885;23/09/1975;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Mobilier /equipements;4057;24;0;;Mauvais client
886;03/05/1965;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Education;795;12;0;;Mauvais client
887;29/12/1984;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;0-200 EUR;Compte cheque inconnu;Affaires;2825;24;0;;Bon client
888;14/12/1995;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Affaires;15672;48;0;;Mauvais client
889;04/02/1984;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (new);6614;36;0;;Bon client
890;12/08/1978;Homme;Qualifie/fonctionnaire;< 1 an;Location;4;Bien immobilier;1;Pas de credit/credit rembourse;2;Pas de compte courant;Compte cheque inconnu;Car (used);7824;28;1;;Bon client
891;04/04/1975;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);4;< 0EUR;< 100 EUR;Affaires;2442;27;0;;Bon client
